Model,Configuration,Final_responses,TypeNum,EntryNum,ValueNum,EntryDependencyNum,ValueDependencyNum,TotalNum
DDmethod,case36-github-error.yaml,"****[Resource Type Errors: ['AllAtOnce']]
****[Configuration Entry Errors: ['Resources.PHAWS::CloudWatch::Alarm.Properties.Handler', 'Resources.PHAWS::Serverless::Function.Properties.PHAllAtOnce.Alarms', 'Resources.PHAWS::Serverless::Function.Properties.PHAllAtOnce.Type']]
*****[Configuration Entry Value Errors: ['Environment type such as Dev, Prod, etc.', ['', [{'Ref': 'EnvrType'}, '-', 'SI-post-profile-image']], 'arn:aws:iam::45645654645645:role/aiportal-lambda-execution-role', 'lambdas/SI-post-profile-image', 'dev', 'AliasErrorMetricGreaterThanZero', [{'Name': 'FunctionName', 'Value': {'Ref': 'ProfilePostFunction'}}], 'LatestVersionErrorMetricGreaterThanZero', [{'Name': 'FunctionName', 'Value': {'Ref': 'ProfilePostFunction'}}]]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",1,3,9,0,0,13
DDmethod,case37-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['CognitoAuthorizer']]
*****[Configuration Entry Depenency Errors: lacking ['Resources.PHAWS::Serverless::Api.Type']]
****[Configuration Value Depenency Errors: lacking []]",0,0,1,1,0,2
DDmethod,case38-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['Dev', ""'OPTIONS,GET,POST,PUT,DELETE'"", ""'Content-Type,X-Amz-Date,Authorization,X-Api-Key, Access-Control-Allow-Origin'"", 'usersFacade.get', 'MyAPI', '/{apiVersionId}/users/{resourceId}', 'CustomLambdaTokenAuthorizer', 'usersFacade.updateUserInfo', 'MyAPI', '/{apiVersionId}/users/{resourceId}/userInfo', 'CustomLambdaTokenAuthorizer', 'AuthorizerFacade.validateToken', ['AmazonDynamoDBFullAccess', 'SecretsManagerReadWrite']]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,13,0,0,13
DDmethod,case39-github-error.yaml,"****[Resource Type Errors: ['AWS::Permission']]
****[Configuration Entry Errors: ['Resources.PHAWS::Permission.Properties.SourceArn.Fn::Sub', 'Resources.PHAWS::Permission.Type', 'Resources.PHAWS::Permission.Properties.Principal', 'Resources.PHAWS::Permission.Properties.SourceAccount.Ref', 'Resources.PHAWS::Permission.Properties.Action', 'Resources.PHAWS::Permission.Properties.FunctionName.Ref']]
*****[Configuration Entry Value Errors: ['ruby3.3', 'My Function Arn', 'MyFunction.Arn']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",1,6,3,0,0,10
DDmethod,case3-github.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['Test SAM App', 'test-sam-app', 'Developer', 'hello_world/', [{'SSMParameterWithSlashPrefixReadPolicy': {'ParameterName': '/test/parameter'}}]]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,5,0,0,5
DDmethod,case40-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['PHAWS::Serverless::Function.Properties.Handler', 'PHAWS::Serverless::Function.Properties.Environment.Variables.APIStage.Ref', 'Resources', 'PHAWS::Serverless::Function.Properties.Runtime', 'PHAWS::Serverless::Function.Type']]
*****[Configuration Entry Value Errors: ['Name of the API stage to use for deployment', '[A-Za-z0-9-]*']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,5,2,0,0,7
DDmethod,case41-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['hello_world/', 1024, [{'S3CrudPolicy': {'BucketName': 'mybucket'}}]]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,3,0,0,3
DDmethod,case42-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Api.Properties.AlwaysDeploy', 'Resources.PHAWS::Serverless::Api.Properties.Cors']]
*****[Configuration Entry Value Errors: ['MyCognitoUserPool', 'MyUserPoolClient', 'dev', 'CognitoAuthorizer', 'hello_world_function', 'hello_world/app.lambda_handler', 'python3.10', '/token', 'MyGatewayApi']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,2,9,0,0,11
DDmethod,case43-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Events::EventBus.Properties.Name', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHEventBridgeRule.Properties.EventBridgeRuleName.Fn::Sub']]
*****[Configuration Entry Value Errors: [['AWS::LanguageExtensions', 'AWS::Serverless-2016-10-31'], 'MyEventBus', ['FooBar']]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,2,3,0,0,5
DDmethod,case44-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: [500000, 'hello-world.handler', 'RestAPIGateway', 'development', 'hello-world.handler', ['RestAPIGateway']]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,6,0,0,6
DDmethod,case45-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['index.lambda', ""const AWS = require('aws-sdk');\nexports.handler = async (event) => {\n  console.log(JSON.stringify(event));\n};\n"", 'MyFunction', '${AWS::StackName}-FunctionArn']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,4,0,0,4
DDmethod,case46-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: [['app.hello_world'], ['fake'], '.', 'hello_world-v1']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,4,0,0,4
DDmethod,case47-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['blobsprjct/', 'processBlob.lambda_handler', [{'S3ReadPolicy': {'BucketName': {'Fn::Sub': 'blobs-${AWS::AccountId}-${AWS::Region}'}}}, 'AmazonRekognitionFullAccess'], 'BlobsBucket']]
*****[Configuration Entry Depenency Errors: lacking ['Resources.PHAWS::S3::Bucket.Type']]
****[Configuration Value Depenency Errors: lacking ['Resources.PHAWS::S3::Bucket.Type=AWS::S3::Bucket']]",0,0,4,1,1,6
DDmethod,case48-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::HttpApi.Properties.DisableExecuteApiEndpoint', 'Resources.PHAWS::Serverless::HttpApi.Properties.Description']]
*****[Configuration Entry Value Errors: ['prod', 'index.handlerlambda', ""def handler(event, context):\n    return {'foo': 'bar'}\n"", 'ServerlessHttpApi', '/{proxy+}', 'ANY']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,2,6,0,0,8
DDmethod,case49-github-error.yaml,"****[Resource Type Errors: ['AWS::Serverless']]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless.Properties.Handler', 'Resources.PHAWS::Serverless.Properties.Events.PHApi.Properties.Method', 'Resources.PHAWS::Serverless.Type', 'Resources.PHAWS::Serverless.Properties.Runtime', 'Resources.PHAWS::Serverless.Properties.Events.PHApi.Properties.RestApiId.Ref', 'Resources.PHAWS::Serverless.Properties.Events.PHApi.Type', 'Resources.PHAWS::Serverless.Properties.Events.PHApi.Properties.Path']]
*****[Configuration Entry Value Errors: [['AWS::LanguageExtensions', 'AWS::Serverless-2016-10-31'], [{'Ref': 'WithAuth'}, 'yes']]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",1,7,2,0,0,10
DDmethod,case4-github.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Api.Properties.Models.mybody.type', 'Resources.PHAWS::Serverless::Api.Properties.Models.mybody.properties.myprop.type', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHApi.Properties.RequestModel.ValidateBody', 'Resources.PHAWS::Serverless::Api.Properties.AlwaysDeploy', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHApi.Properties.RequestModel.ValidateParameters', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHApi.Properties.RequestModel.Model']]
*****[Configuration Entry Value Errors: ['def handler(event, context):\n  return {""statusCode"": 200, ""body"": ""hi""}\n', [{'method.request.querystring.myquerystring': {'Required': True}}, {'method.request.header.myheader': {'Required': True}}], 'https://${MyApi}.execute-api.${AWS::Region}.${AWS::URLSuffix}/prod/']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,6,3,0,0,9
DDmethod,case50-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Function.Properties.Events.PHApi.Properties.Auth.ApiKeyRequired']]
*****[Configuration Entry Value Errors: ['MyFunctionHandler', 'dotnetcore3.1', 10, '/my_function', '/my_function']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,1,5,0,0,6
DDmethod,case51-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['foo.handler']]
*****[Configuration Entry Depenency Errors: lacking ['Resources.PHAWS::Serverless::Api.Type']]
****[Configuration Value Depenency Errors: lacking []]",0,0,1,1,0,2
DDmethod,case52-github-error.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: [[{'Ref': 'Foo'}, 'true'], 'bar.handler', 'python1.8']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,3,0,0,3
DDmethod,case5-github.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: ['python3.9\nSample SAM Template for summarization-v2-lambda\n', '/summarize_t5', '/summarize_article', '/summarize_textrank', '/summarize_paragraphs', './app', 'API Gateway endpoint URL for Prod stage for Root route', 'https://${ServerlessRestApi}.execute-api.${AWS::Region}.amazonaws.com/Prod/summarize_t5/', 'https://${ServerlessRestApi}.execute-api.${AWS::Region}.amazonaws.com/Prod/summarize_article/', 'https://${ServerlessRestApi}.execute-api.${AWS::Region}.amazonaws.com/Prod/summarize_textrank/', 'https://${ServerlessRestApi}.execute-api.${AWS::Region}.amazonaws.com/Prod/summarize_paragraphs/']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,11,0,0,11
DDmethod,case6-github.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: []]
*****[Configuration Entry Value Errors: [""def handler(event, context):\n    return {'foo': 'bar'}\n"", 'MyQueue.Arn']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,0,2,0,0,2
DDmethod,case7-github.yaml,"****[Resource Type Errors: ['MQ', 'AWS::AmazonMQ::Broker']]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Function.Properties.Events.PHMQ.Properties.Enabled', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHMQ.Properties.SourceAccessConfigurations', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHMQ.Properties.Broker.Fn::GetAtt', 'Resources.PHAWS::AmazonMQ::Broker.Properties.BrokerName.Fn::Sub', 'Resources.PHAWS::AmazonMQ::Broker.Properties.PubliclyAccessible', 'Resources.PHAWS::AmazonMQ::Broker.Properties.AutoMinorVersionUpgrade', 'Resources.PHAWS::AmazonMQ::Broker.Type', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHMQ.Properties.Queues', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHMQ.Type', 'Resources.PHAWS::AmazonMQ::Broker.Properties.DeploymentMode', 'Resources.PHAWS::AmazonMQ::Broker.Properties.Users', 'Resources.PHAWS::AmazonMQ::Broker.Properties.HostInstanceType', 'Resources.PHAWS::SecretsManager::Secret.Properties.GenerateSecretString.SecretStringTemplate', 'Resources.PHAWS::AmazonMQ::Broker.Properties.EngineVersion', 'Resources.PHAWS::AmazonMQ::Broker.Properties.EngineType']]
*****[Configuration Entry Value Errors: ['MQ + Lambda', 32, 'exports.handler = async (event, context) => {\n  console.log(JSON.stringify(event))\n}\n', [0, {'Fn::GetAtt': 'HelloWorldBroker.AmqpEndpoints'}], 'HelloWorldSecret']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",2,15,5,0,0,22
DDmethod,case8-github.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Function.Properties.Events.PHSNS.Properties.RedrivePolicy.deadLetterTargetArn.Fn::GetAtt', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHSNS.Properties.SqsSubscription.QueueArn.Fn::GetAtt', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHSNS.Properties.SqsSubscription.QueueUrl.Ref']]
*****[Configuration Entry Value Errors: [['MyDeadLetterQueue', 'Arn'], 5, 's3://bucket/key']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,3,3,0,0,6
DDmethod,case9-github.yaml,"****[Resource Type Errors: ['AWS::ApiGateway::UsagePlan', 'AWS::ApiGateway::ApiKey', 'AWS::ApiGateway::UsagePlanKey']]
****[Configuration Entry Errors: ['Resources.PHAWS::ApiGateway::ApiKey.Properties.Name.Fn::Sub', 'Resources.PHAWS::ApiGateway::ApiKey.Properties.GenerateDistinctId', 'Resources.PHAWS::ApiGateway::ApiKey.Properties.Enabled', 'Resources.PHAWS::ApiGateway::UsagePlan.Properties.Description', 'Resources.PHAWS::ApiGateway::UsagePlan.Properties.UsagePlanName', 'Resources.PHAWS::ApiGateway::ApiKey.Properties.Description', 'Resources.PHAWS::ApiGateway::UsagePlanKey.Properties.UsagePlanId.Ref', 'Resources.PHAWS::ApiGateway::UsagePlanKey.Type', 'Resources.PHAWS::Serverless::Api.Properties.CacheClusterSize', 'Resources.PHAWS::Serverless::Api.Properties.CacheClusterEnabled', 'Resources.PHAWS::ApiGateway::UsagePlanKey.Properties.KeyType', 'Resources.PHAWS::ApiGateway::UsagePlan.Properties.ApiStages', 'Resources.PHAWS::ApiGateway::UsagePlanKey.Properties.KeyId.Ref', 'Resources.PHAWS::ApiGateway::UsagePlan.Type', 'Resources.PHAWS::ApiGateway::ApiKey.Type']]
*****[Configuration Entry Value Errors: ['MyRestApi', [{'LoggingLevel': 'INFO', 'MetricsEnabled': True, 'DataTraceEnabled': True, 'ResourcePath': '/*', 'HttpMethod': '*', 'CachingEnabled': False}], '3.0.0', ['image/jpeg', 'image/png', 'image/*', 'image/webp', 'image/apng', '*/*'], 'GET', 'arn:aws:apigateway:${AWS::Region}:lambda:path/2015-03-31/functions/${MyLambdaFunction.Arn}/invocations', ""exports.handler = async (event) => {\n  const response = {\n    statusCode: 200,\n    body: JSON.stringify('Hello from Lambda!'),\n  };\n  return response;\n};\n""]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",3,15,7,0,0,25
DDmethod,TESTSelect1.yaml,"****[Resource Type Errors: ['AWS::ApiGateway::RestApi']]
****[Configuration Entry Errors: ['Resources.PHAWS::ApiGateway::RestApi.Properties.StageName', 'Resources.PHAWS::ApiGateway::RestApi.Type']]
*****[Configuration Entry Value Errors: ['hello-world', 'RestAPIGateway', 'hello-world', ['RestAPIGateway']]]
*****[Configuration Entry Depenency Errors: lacking ['Resources.PHAWS::Serverless::Api.Type']]
****[Configuration Value Depenency Errors: lacking []]",1,2,4,1,0,8
DDmethod,TESTSelect10.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Api.Properties.EndpointConfiguration.VpcEndpointIds', 'Resources.PHAWS::Serverless::Api.Properties.Auth.ResourcePolicy.IpRangeWhitelist', 'Resources.PHAWS::Serverless::Api.Properties.EndpointConfiguration.Types']]
*****[Configuration Entry Value Errors: ['Private AWS Api Gateway', 'Staging', 'hello_world/', 'AWSApiGateway']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,3,4,0,0,7
DDmethod,TESTSelect11.yaml,"****[Resource Type Errors: ['AWS::ApiGateway::UsagePlan']]
****[Configuration Entry Errors: ['Resources.PHAWS::ApiGateway::UsagePlan.Properties.Quota.Limit', 'Resources.PHAWS::ApiGateway::UsagePlan.Properties.UsagePlanName', 'Resources.PHAWS::ApiGateway::UsagePlan.Properties.Throttle.BurstLimit', 'Resources.PHAWS::ApiGateway::UsagePlan.Properties.Throttle.RateLimit', 'Resources.PHAWS::ApiGateway::UsagePlan.Properties.Quota.Period', 'Resources.PHAWS::ApiGateway::UsagePlan.DependsOn', 'Resources.PHAWS::ApiGateway::UsagePlan.Type', 'Resources.PHAWS::ApiGateway::UsagePlan.Properties.Description']]
*****[Configuration Entry Value Errors: ['Fancy Description', 'nodejs18.x', 'index.handle', 'test', 's3://mybucket/swagger.yml', '../packages/lambda/functions/serverlessServiceFunction', 'ServerlessService', '/path/with/{params}']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",1,8,8,0,0,17
DDmethod,TESTSelect12.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Function.Properties.Events.PHApi.security.api_key.name', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHApi.security.api_key.type', 'Resources.PHAWS::Serverless::Function.Properties.Events.PHApi.security.api_key.in']]
*****[Configuration Entry Value Errors: ['ESB PackingList API', 'somefunction', '/mypath']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,3,3,0,0,6
DDmethod,TESTSelect13.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Api.Properties.StageName', 'Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Function.Properties.Events.PHApi.Properties.Method', 'Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Function.Type', 'Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Function.Properties.Runtime', 'Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Api.Properties.DefinitionUri', 'Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Api.Properties.Variables.LambdaFunctionName.Ref', 'Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Function.Properties.Events.PHApi.Type', 'Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Function.Properties.Events.PHApi.Properties.RestApiId.Ref', 'Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Function.Properties.Events.PHApi.Properties.Path', 'Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Api.Type', 'Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Function.Properties.Handler', 'Resources.PHAWS::Serverless::Function.PHAWS::Serverless::Function.Properties.CodeUri', 'Resources.PHAWS::Serverless::Api.Properties.DefinitionUri']]
*****[Configuration Entry Value Errors: ['AWS SAM template with API defined in an external Swagger file along with Lambda integrations and CORS configurations', 'index.serviceStatus', 'ServiceStatusFunctionApi', '/service/status']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,13,4,0,0,17
DDmethod,TESTSelect14.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Lambda::Permission.DependsOn']]
*****[Configuration Entry Value Errors: ['AWS SAM template with API defined in an external Swagger file along with Lambda integrations and CORS configurations', 'ConfigHandlerLambdaFunction']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,1,2,0,0,3
DDmethod,TESTSelect15.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Function.Properties.Function.Fn::Sub']]
*****[Configuration Entry Value Errors: ['The deployment stage (e.g., dev, prod, etc.)']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,1,1,0,0,2
DDmethod,TESTSelect16.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::DynamoDB::Table.Properties.Fn::Transform-----lacking Name properties']]
*****[Configuration Entry Value Errors: ['Test', 'import json\ndef handler(event, context):\n  return {\n    ""statusCode"": 200,\n    ""body"": json.dumps({\n        ""message"": ""hello world"",\n    }),\n  }\n', 'python3.11', 'MyNewTable', [{'AttributeName': 'key', 'KeyType': 'HASH'}], [{'AttributeName': 'key', 'AttributeType': 'S'}]]]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,1,6,0,0,7
DDmethod,TESTSelect17.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Function.Events.PHEventBridgeRule.Properties.RuleName', 'Resources.PHAWS::Serverless::Function.Events.PHEventBridgeRule.Type', 'Resources.PHAWS::Serverless::Function.Events.PHEventBridgeRule.Properties.Pattern.detail-type', 'Resources.PHAWS::Serverless::Function.Properties.ImageUri', 'Resources.PHAWS::Serverless::Function.Events.PHEventBridgeRule.Properties.Pattern.source']]
*****[Configuration Entry Value Errors: [['blast-db-updater.lambda_handler'], '.', 'python3.11-v1']]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,5,3,0,0,8
DDmethod,TESTSelect18.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['Resources.PHAWS::Serverless::Function.Properties.Variables.POWERTOOLS_SERVICE_NAME', 'Resources.PHAWS::Serverless::Function.Properties.Variables.POWERTOOLS_METRICS_NAMESPACE']]
*****[Configuration Entry Value Errors: []]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",0,2,0,0,0,2
DDmethod,TESTSelect19.yaml,"****[Resource Type Errors: []]
****[Configuration Entry Errors: ['PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.Timeout', 'PHAWS::SQS::Queue.PHAWS::Serverless::StateMachine.Properties.DefinitionSubstitutions.SetStatusToFailedInDynamo-Arn.Fn::ImportValue', 'PHAWS::SQS::Queue.Properties.ContentBasedDeduplication', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Condition', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Type', 'PHAWS::SQS::Queue.PHAWS::Serverless::StateMachine.Properties.DefinitionSubstitutions.SetStatusToCompletedInDynamo-Arn.Fn::ImportValue', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.Events.PHSQS.Properties.Queue.Fn::GetAtt', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.Events.PHSQS.Type', 'PHAWS::SQS::Queue.Properties.QueueName.Fn::If', 'PHAWS::SQS::Queue.CredentialDenicFifoQueueContainerized', 'PHAWS::SQS::Queue.PHAWS::Serverless::StateMachine.Properties.Role.Fn::Sub', 'PHAWS::SQS::Queue.PHAWS::Serverless::StateMachine.Properties.Name', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Properties.MetricName', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.Events.PHSQS.Properties.BatchSize', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Properties.EvaluationPeriods', 'PHAWS::SQS::Queue.PHAWS::Serverless::StateMachine.Properties.DefinitionSubstitutions.GetConnectionDetailsFromRds-Arn.Fn::ImportValue', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Properties.Namespace', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.VpcConfig.SubnetIds', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.Architectures', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Properties.Dimensions', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Properties.TreatMissingData', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.Handler', 'PHAWS::SQS::Queue.PHAWS::Serverless::StateMachine.Type', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.FunctionName', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Properties.Period', 'PHAWS::SQS::Queue.Properties.MessageRetentionPeriod', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Properties.AlarmActions', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.Environment.Variables.STEP_FUNCTION_ARN.Fn::GetAtt', 'PHAWS::SQS::Queue.Properties.FifoQueue', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.InlineCode', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Properties.Threshold', 'PHAWS::SQS::Queue.PHAWS::Serverless::StateMachine.Properties.DefinitionUri', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.CodeUri', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.Environment.Variables.ENVIRONMENT.Ref', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.Role.Fn::Sub', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Type', 'PHAWS::SQS::Queue.PHAWS::Serverless::StateMachine.Properties.DefinitionSubstitutions.GetRequestDataFromDynamo-Arn.Fn::ImportValue', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Properties.Statistic', 'PHAWS::SQS::Queue.PHAWS::Serverless::StateMachine.Properties.DefinitionSubstitutions.SetStatusToInProgressInDynamo-Arn.Fn::ImportValue', 'PHAWS::SQS::Queue.PHAWS::CloudWatch::Alarm.Properties.ComparisonOperator', 'PHAWS::SQS::Queue.PHAWS::Serverless::StateMachine.Properties.DefinitionSubstitutions.CallDenicApi-Arn.Fn::GetAtt', 'PHAWS::SQS::Queue.Type', 'PHAWS::SQS::Queue.PHAWS::Serverless::Function.Properties.VpcConfig.SecurityGroupIds']]
*****[Configuration Entry Value Errors: ['Calls Denic APIs and returns results back to tier 2', 'lambda_function.lambda_handler', ['prod', 'staging', 'dev'], [{'Ref': 'EnvType'}, 'prod'], [{'Ref': 'EnvType'}, 'staging'], [{'Ref': 'EnvType'}, 'dev'], [{'Fn::Condition': 'IsProduction'}, {'Fn::Condition': 'IsStaging'}]]]
*****[Configuration Entry Depenency Errors: lacking ['Resources.PHAWS::Serverless::Function.Type']]
****[Configuration Value Depenency Errors: lacking []]",0,43,7,1,0,51
DDmethod,TESTSelect2.yaml,"****[Resource Type Errors: ['CONDITIONAL', 'AWS::Glue::Trigger']]
****[Configuration Entry Errors: ['Resources.PHAWS::Glue::Trigger.Properties.Actions', 'Resources.PHAWS::Glue::Trigger.Type', 'Resources.PHAWS::Glue::Trigger.Properties.Predicate.Conditions', 'Resources.PHAWS::Glue::Trigger.Properties.Description', 'Resources.PHAWS::Glue::Trigger.Properties.Name', 'Resources.PHAWS::Glue::Trigger.Properties.StartOnCreation', 'Resources.PHAWS::Glue::Trigger.Properties.Type']]
*****[Configuration Entry Value Errors: []]
*****[Configuration Entry Depenency Errors: lacking []]
****[Configuration Value Depenency Errors: lacking []]",2,7,0,0,0,9
